week,start_date,mean_excess_5d,hit_rate_excess,n_picks
2023-06-20/2023-06-26,2023-06-20,0.030367868404349352,1.0,1
2023-07-04/2023-07-10,2023-07-06,0.003553003447929637,1.0,1
2023-07-11/2023-07-17,2023-07-11,-0.07802865440662626,0.0,2
2023-07-18/2023-07-24,2023-07-18,0.058295297250993805,1.0,1
2023-07-25/2023-07-31,2023-07-25,0.016635357451429966,1.0,1
2023-08-01/2023-08-07,2023-08-01,-0.013198338434600165,0.0,1
2023-08-08/2023-08-14,2023-08-08,-1.1648409622533329e-05,0.0,1
2023-08-15/2023-08-21,2023-08-21,-0.02606954180162313,0.0,1
2023-08-22/2023-08-28,2023-08-22,-0.03542840736472219,0.0,1
2023-08-29/2023-09-04,2023-09-01,0.019657105013920484,1.0,1
2023-09-05/2023-09-11,2023-09-06,0.037195854030222186,1.0,1
2023-09-12/2023-09-18,2023-09-12,0.023066301166111303,1.0,1
2023-09-19/2023-09-25,2023-09-19,-0.02533854314837236,0.0,1
2023-09-26/2023-10-02,2023-09-26,-0.0011605909901824195,0.6,5
2023-10-03/2023-10-09,2023-10-03,-0.0324819406997931,0.0,2
2023-10-17/2023-10-23,2023-10-18,0.01954504882380892,1.0,1
2023-10-24/2023-10-30,2023-10-24,-0.008660988518661861,0.4,5
2023-10-31/2023-11-06,2023-10-31,-0.02969648928512225,0.0,2
2023-11-14/2023-11-20,2023-11-16,-0.007866204848705816,0.0,2
2023-11-21/2023-11-27,2023-11-21,0.00036454092300164387,0.5,2
2023-12-05/2023-12-11,2023-12-05,-0.02201305501169759,0.0,1
2023-12-19/2023-12-25,2023-12-20,0.0005843779080816347,0.5,2
2023-12-26/2024-01-01,2023-12-26,-0.022422651513270164,0.0,1
2024-01-02/2024-01-08,2024-01-02,-0.0052957567937022,0.0,1
2024-01-09/2024-01-15,2024-01-09,-0.09719397272058306,0.0,1
2024-01-16/2024-01-22,2024-01-16,0.033849278399602944,1.0,1
2024-01-23/2024-01-29,2024-01-23,-0.016078756693773566,0.0,1
2024-01-30/2024-02-05,2024-01-30,-0.010488449021378354,0.0,1
2024-02-06/2024-02-12,2024-02-06,0.001047672948879974,0.6666666666666666,3
2024-02-13/2024-02-19,2024-02-16,-0.0043600643729124755,0.0,1
2024-02-27/2024-03-04,2024-02-28,-0.05843094526501047,0.0,1
2024-03-05/2024-03-11,2024-03-05,-0.001388929524150817,0.5,4
2024-03-12/2024-03-18,2024-03-12,-0.01475538429410228,0.0,1
2024-03-19/2024-03-25,2024-03-19,-0.014931735908686239,0.0,2
2024-03-26/2024-04-01,2024-03-26,-0.019794225247657005,0.0,2
2024-04-02/2024-04-08,2024-04-02,-0.001377044029111596,0.5,2
2024-04-09/2024-04-15,2024-04-09,-0.023599623826267457,0.0,1
2024-04-16/2024-04-22,2024-04-16,0.023078314099595043,0.8,5
2024-04-23/2024-04-29,2024-04-23,-0.002820453138783985,0.0,1
2024-04-30/2024-05-06,2024-04-30,-0.004555621046626268,0.5,4
2024-05-07/2024-05-13,2024-05-09,-0.03934716482838607,0.0,1
2024-05-21/2024-05-27,2024-05-21,-0.008422048035295782,0.0,1
2024-05-28/2024-06-03,2024-05-28,-0.01033736668467855,0.8,5
2024-06-04/2024-06-10,2024-06-04,-0.003546688539460663,0.5,2
2024-06-11/2024-06-17,2024-06-11,-0.00020280829870045203,0.0,1
2024-06-18/2024-06-24,2024-06-24,0.04761821689803947,1.0,1
2024-06-25/2024-07-01,2024-06-27,-0.0009947741707245772,0.0,1
2024-07-02/2024-07-08,2024-07-02,-0.035228993787125885,0.0,3
2024-07-16/2024-07-22,2024-07-17,-0.0059392926803339225,0.0,3
2024-07-23/2024-07-29,2024-07-23,0.060581411259591045,1.0,3
2024-07-30/2024-08-05,2024-07-30,0.023601375405629055,0.8,5
2024-08-06/2024-08-12,2024-08-06,-0.0057041270747226315,0.2,5
2024-09-03/2024-09-09,2024-09-03,-0.01018713490669317,0.3333333333333333,3
2024-09-10/2024-09-16,2024-09-10,0.002499441613829645,0.5,2
2024-09-24/2024-09-30,2024-09-24,0.022360986846154063,1.0,1
2024-10-01/2024-10-07,2024-10-02,-0.013764390444370278,0.0,1
2024-10-08/2024-10-14,2024-10-08,0.01181521429755844,1.0,4
