Date,mean_excess_5d,hit_rate_excess,n_picks
2022-03-10,-0.09740670492432091,0.0,1
2022-03-11,-0.1118616409688481,0.0,1
2022-03-14,-0.07815950693456641,0.0,1
2022-03-15,-0.018247467553525132,0.0,1
2022-03-16,0.03289927071758414,1.0,1
2022-03-17,0.015167445623174292,1.0,1
2022-03-18,0.01059995637554767,0.5,2
2022-03-21,-0.006716727416851846,0.3333333333333333,3
2022-03-22,-0.004502509110611286,0.25,4
2022-03-23,-0.010002312741195429,0.2,5
2022-03-24,-0.011403780751313408,0.4,5
2022-03-25,-0.027683142917355852,0.0,3
2022-03-28,-0.014662574044424448,0.0,4
2022-03-29,-0.03413785359175703,0.25,4
2022-03-30,-0.01184527651357592,0.3333333333333333,3
2022-03-31,-0.052259877964181856,0.0,3
2022-04-01,-0.04342663992334781,0.0,5
2022-04-04,-0.05611086692565257,0.0,5
2022-04-05,-0.05534815381280285,0.0,5
2022-04-06,0.014124407285792007,1.0,2
2022-04-07,0.017532451433601826,1.0,2
2022-04-08,0.0073649942353233525,0.8,5
2022-04-11,-0.008121189222402311,0.3333333333333333,3
2022-04-13,0.013003835174694278,1.0,1
2022-04-14,0.00014498708761045975,1.0,1
2022-04-20,0.027937583283099476,1.0,1
2022-04-21,0.000504997759514958,1.0,1
2022-05-20,-0.07080443162389949,0.0,1
2022-05-24,-0.047691880550598365,0.0,2
2022-05-25,-0.06869954287823077,0.0,2
2022-05-27,0.002733166386900021,1.0,2
2022-05-31,0.00021390214854899448,1.0,1
2022-06-07,-0.023444129716007088,0.4,5
2022-06-08,-0.018325439459357894,0.2,5
2022-06-09,-0.03994847290835313,0.0,2
2022-06-10,-0.023705779004638328,0.0,1
2022-06-21,-0.0006176113373759229,0.0,1
2022-06-22,-0.00648744380183075,0.0,1
2022-06-23,-0.010737625573719711,0.5,2
2022-06-24,-0.030963373950465112,0.5,2
2022-06-27,-0.03318374275842473,0.0,1
2022-07-12,0.03098658326289505,1.0,1
2022-07-13,-0.006010439176037385,0.6666666666666666,3
2022-07-14,-0.020781503282149155,0.3333333333333333,3
2022-07-15,-0.01840747900750775,0.5,4
